company,month,market_condition,budget,marketing_spend,rnd_spend,pricing_strategy,product_quality,customer_base,action_taken,action_intensity,revenue,profit_margin,market_share,innovation_score
GammaRetail,3,stagnation,548345,30000,80395,0.94,6.5,37460,invest_rnd,5,595421,0.16,0.5059,9.86
BetaTech,10,stagnation,181739,183848,81910,1.0,7.86,78301,expand_market,6,728768,0.32,0.0792,5.29
GammaRetail,21,recession,696899,156342,113415,0.99,5.78,8039,expand_market,3,23246,0.35,0.2579,4.36
GammaRetail,22,stagnation,738642,186431,22713,0.97,4.0,87422,marketing_blitz,3,971059,0.14,0.8324,9.68
DeltaHealth,4,stagnation,829483,85923,233002,1.07,2.64,87729,launch_product,1,301088,0.37,0.4677,6.96
DeltaHealth,13,growth,700244,66441,19855,1.12,9.67,96001,expand_market,7,1564833,0.11,0.4343,7.29
DeltaHealth,19,growth,480273,173214,48575,1.18,2.86,88887,expand_market,2,1852595,0.11,0.5254,6.73
GammaRetail,5,growth,813957,147397,162371,0.97,8.3,51816,marketing_blitz,5,652011,0.1,0.1661,9.09
BetaTech,23,growth,243445,102228,49214,1.08,2.2,71534,launch_product,5,1402782,0.37,0.2991,3.54
AlphaCorp,22,growth,798495,150224,9358,1.03,9.89,57972,marketing_blitz,3,100820,0.06,0.327,7.86
GammaRetail,18,growth,738939,169121,74912,0.87,4.04,75804,marketing_blitz,9,1862602,0.34,0.6015,8.99
DeltaHealth,1,stagnation,753696,42048,76191,0.92,8.01,88612,marketing_blitz,4,180869,0.05,0.9484,7.66
AlphaCorp,21,stagnation,334235,192478,143865,1.14,2.37,19339,marketing_blitz,6,1414276,0.36,0.8431,3.01
BetaTech,21,growth,760361,148541,27624,1.12,7.45,82149,launch_product,6,1435918,0.12,0.4313,9.0
AlphaCorp,16,recession,334600,4687,65718,1.14,7.21,76411,invest_rnd,4,1165598,0.31,0.8767,4.79
DeltaHealth,16,growth,756032,148053,287796,0.82,4.42,49073,marketing_blitz,8,1384422,0.22,0.6149,7.02
GammaRetail,16,stagnation,711109,33887,204068,1.2,1.36,50343,launch_product,4,1422631,0.25,0.0289,9.36
GammaRetail,22,recession,723222,74815,224166,1.02,4.71,89704,launch_product,4,1358294,0.2,0.508,3.18
DeltaHealth,19,recession,438887,192543,64526,1.0,6.04,76884,expand_market,4,1601961,0.28,0.2221,1.65
GammaRetail,16,recession,953121,108674,21542,1.09,1.5,51171,expand_market,10,995724,0.21,0.6615,5.64
DeltaHealth,1,stagnation,268810,51063,41023,0.85,3.42,32993,invest_rnd,9,1791938,0.26,0.3736,4.22
GammaRetail,20,recession,993111,69901,109095,0.89,9.81,29890,price_cut,6,1445585,0.34,0.8263,6.94
GammaRetail,20,stagnation,101290,163499,155109,1.18,9.28,50470,launch_product,6,321535,0.24,0.3499,1.7
GammaRetail,10,stagnation,767145,85502,297156,0.88,8.36,34357,invest_rnd,1,692316,0.17,0.3736,9.31
BetaTech,2,growth,118605,192058,269380,0.93,2.35,69473,expand_market,3,1548969,0.15,0.4993,9.61
BetaTech,14,stagnation,885934,104095,69866,0.9,4.65,3906,invest_rnd,10,1040101,0.3,0.8545,4.18
DeltaHealth,8,recession,439329,84662,91463,0.99,2.87,78864,launch_product,9,49375,0.07,0.073,1.38
BetaTech,6,stagnation,724049,67270,178124,1.12,2.94,69759,invest_rnd,10,904928,0.2,0.5372,3.38
DeltaHealth,3,stagnation,401272,110655,181726,1.14,8.92,67270,expand_market,4,216128,0.31,0.6226,1.55
AlphaCorp,16,growth,400934,155570,155856,0.93,4.71,28211,expand_market,3,1682840,0.35,0.2867,4.12
AlphaCorp,17,growth,687231,66588,83944,0.83,8.64,60700,marketing_blitz,6,137026,0.06,0.4436,1.43
BetaTech,12,stagnation,375225,60079,251685,0.85,4.3,93633,invest_rnd,8,364626,0.21,0.5653,1.77
AlphaCorp,19,stagnation,952677,146090,250600,1.13,1.49,28348,price_cut,10,1246629,0.35,0.1837,4.84
AlphaCorp,24,stagnation,825008,95610,65929,0.97,2.21,38729,price_cut,3,470980,0.4,0.3271,2.05
GammaRetail,20,growth,105540,37764,59569,1.13,1.4,41484,expand_market,1,1430915,0.3,0.2483,7.33
GammaRetail,3,growth,419425,38736,7243,0.81,3.51,98282,invest_rnd,10,129005,0.39,0.7475,2.15
DeltaHealth,13,recession,56734,164348,256598,0.81,5.67,8128,launch_product,4,1466584,0.2,0.6796,5.38
AlphaCorp,16,recession,604920,143133,157640,0.93,2.98,10516,price_cut,1,281433,0.11,0.4239,1.64
DeltaHealth,11,recession,397970,14555,46857,0.88,6.2,2366,price_cut,6,860002,0.15,0.0155,6.62
DeltaHealth,20,recession,916607,104037,219408,1.06,3.65,14862,marketing_blitz,4,630151,0.25,0.777,5.2
AlphaCorp,16,growth,828105,194388,64215,1.03,5.38,77164,price_cut,4,269215,0.08,0.5343,7.82
BetaTech,20,growth,883046,9904,212183,1.16,3.82,40139,marketing_blitz,7,1439237,0.31,0.6287,1.31
AlphaCorp,2,stagnation,160702,111643,289514,1.12,6.39,8146,invest_rnd,7,491709,0.27,0.5888,8.16
GammaRetail,4,recession,571345,96474,94976,0.84,6.72,12109,expand_market,5,1194985,0.33,0.9519,5.15
AlphaCorp,4,stagnation,102585,138199,140899,1.15,8.74,32090,expand_market,6,975003,0.14,0.7662,7.98
BetaTech,17,stagnation,846931,105146,185485,0.85,8.43,56396,invest_rnd,3,303126,0.19,0.3264,8.33
DeltaHealth,1,growth,771561,98936,125216,0.88,5.95,90887,expand_market,9,1405883,0.07,0.8969,5.49
DeltaHealth,1,stagnation,697728,94739,194886,1.0,4.58,83198,expand_market,4,1512353,0.31,0.1119,2.74
GammaRetail,5,stagnation,119193,30335,211010,0.84,2.9,6030,invest_rnd,8,565426,0.37,0.0234,9.23
GammaRetail,22,growth,491557,139352,83566,0.89,6.56,25911,launch_product,1,1074074,0.1,0.1288,6.03
GammaRetail,12,growth,529284,194413,138365,0.98,5.91,35369,price_cut,3,237666,0.15,0.0908,2.86
DeltaHealth,6,growth,112341,190082,255766,0.9,1.34,46381,marketing_blitz,7,159661,0.08,0.8258,5.57
GammaRetail,6,growth,949261,192918,78537,1.18,1.34,10241,expand_market,3,1856523,0.15,0.5837,7.49
AlphaCorp,17,recession,391632,142281,141533,0.86,2.35,41700,invest_rnd,10,1463774,0.17,0.0737,2.63
DeltaHealth,22,recession,735546,152725,13155,1.03,7.46,52507,launch_product,2,557784,0.24,0.8937,6.1
BetaTech,13,recession,908871,129346,189976,1.0,8.73,62277,launch_product,10,1555800,0.19,0.1208,7.55
DeltaHealth,8,stagnation,940035,195906,102934,0.98,1.23,98957,price_cut,10,380739,0.1,0.9032,3.52
AlphaCorp,24,recession,887126,193162,279341,0.89,8.36,99928,invest_rnd,9,906016,0.24,0.2167,2.34
AlphaCorp,12,growth,983719,138400,217535,0.88,5.19,87958,expand_market,7,61188,0.37,0.0177,4.18
GammaRetail,15,recession,798322,71027,264489,0.92,4.61,48998,marketing_blitz,10,475361,0.32,0.2622,8.12
DeltaHealth,19,growth,280093,65796,229472,1.04,5.9,7630,invest_rnd,10,111556,0.08,0.1201,9.39
DeltaHealth,21,recession,167827,11552,75255,1.03,9.43,42849,marketing_blitz,5,1496841,0.18,0.9106,6.27
DeltaHealth,20,recession,708280,182445,32385,1.11,6.12,94502,invest_rnd,5,1546037,0.13,0.5462,3.35
BetaTech,17,growth,476638,140172,251870,0.92,1.94,58728,price_cut,8,1758268,0.4,0.2736,3.71
GammaRetail,9,growth,796603,104109,119977,1.08,5.25,76488,price_cut,9,153146,0.35,0.2548,3.0
AlphaCorp,21,stagnation,187400,94709,223568,1.15,9.8,25762,expand_market,7,1119900,0.32,0.359,1.1
AlphaCorp,18,stagnation,77798,188917,243479,1.14,2.47,36737,marketing_blitz,3,665721,0.34,0.3642,3.36
GammaRetail,2,stagnation,303650,126748,153836,0.99,5.16,38183,expand_market,9,1780351,0.11,0.6717,5.99
AlphaCorp,11,recession,695709,123994,84793,1.06,7.27,82266,invest_rnd,9,702751,0.21,0.9454,9.78
AlphaCorp,23,recession,702762,112455,195063,1.13,4.28,41475,launch_product,5,1527781,0.27,0.4214,8.2
GammaRetail,20,growth,610867,103105,66380,0.86,7.92,37579,invest_rnd,6,210237,0.3,0.9656,8.96
AlphaCorp,17,growth,934604,194730,8824,1.18,2.91,90026,expand_market,5,235445,0.2,0.2111,4.56
DeltaHealth,21,stagnation,129973,99132,268435,1.04,1.84,33870,price_cut,6,748201,0.17,0.5444,5.34
BetaTech,18,growth,297509,117573,227806,0.91,3.96,72979,expand_market,6,113635,0.07,0.6316,2.9
GammaRetail,15,recession,896986,168343,279410,1.01,8.82,47636,price_cut,1,1644717,0.3,0.8956,1.37
BetaTech,7,growth,98515,106976,180231,1.09,7.43,15476,invest_rnd,4,1721159,0.22,0.0932,2.63
AlphaCorp,16,growth,301577,27606,41947,1.13,9.85,12371,launch_product,8,206509,0.17,0.6597,7.59
AlphaCorp,1,growth,187183,195670,121125,0.92,3.97,66672,expand_market,1,177817,0.38,0.1575,3.21
DeltaHealth,18,growth,585207,159374,274770,0.94,5.52,65964,expand_market,7,19722,0.09,0.7448,6.75
GammaRetail,22,growth,830776,155212,189113,1.13,4.81,71721,expand_market,7,312417,0.06,0.4897,4.26
AlphaCorp,8,stagnation,133001,167319,69137,1.14,5.39,14819,invest_rnd,3,729249,0.2,0.7381,8.96
GammaRetail,7,stagnation,105926,170627,32126,1.07,2.28,82431,expand_market,9,66312,0.08,0.0353,7.23
GammaRetail,2,recession,914343,127209,290022,1.07,2.77,78272,price_cut,10,968034,0.25,0.8138,5.94
GammaRetail,12,stagnation,601905,143101,130450,0.9,5.51,5932,invest_rnd,1,1146372,0.19,0.8912,8.79
GammaRetail,16,growth,383043,76766,291382,1.18,9.71,44167,price_cut,4,1340789,0.17,0.2155,1.92
GammaRetail,9,stagnation,243602,147886,200207,1.14,9.5,45637,launch_product,8,182639,0.28,0.3818,9.54
BetaTech,20,recession,184273,164455,36368,1.15,1.85,93109,launch_product,1,495624,0.33,0.3951,8.63
DeltaHealth,11,stagnation,843430,161095,57218,0.88,6.24,38365,invest_rnd,9,844825,0.06,0.7357,7.66
GammaRetail,15,recession,207735,146530,162570,1.19,6.58,5624,price_cut,6,1875110,0.31,0.5106,4.07
BetaTech,3,recession,88099,7991,167060,0.98,6.72,57569,launch_product,6,1284680,0.2,0.7087,9.44
AlphaCorp,23,recession,173959,176395,92451,1.07,6.78,76977,launch_product,3,525816,0.33,0.1266,1.77
GammaRetail,21,growth,421399,10153,284091,1.16,1.55,21833,expand_market,2,743801,0.21,0.8139,2.29
AlphaCorp,13,recession,459890,21816,57412,0.84,5.57,48314,launch_product,3,1980570,0.38,0.5234,4.72
GammaRetail,21,stagnation,450176,21272,140063,0.93,1.02,20411,expand_market,3,1964649,0.27,0.0639,1.46
BetaTech,13,stagnation,612794,154878,185905,0.95,9.26,75699,marketing_blitz,5,1573288,0.12,0.1215,1.96
BetaTech,2,stagnation,308754,30540,125996,1.11,1.15,33885,expand_market,2,595930,0.18,0.8854,1.27
BetaTech,6,recession,905391,57550,101617,0.92,8.0,51921,marketing_blitz,1,1763218,0.08,0.8223,1.79
DeltaHealth,6,recession,442313,47747,193059,0.96,3.16,78529,expand_market,4,256206,0.3,0.8895,5.29
AlphaCorp,12,growth,389038,169044,62536,0.95,6.28,80050,launch_product,9,636538,0.08,0.2683,7.39
DeltaHealth,4,recession,446715,35664,147391,1.16,5.06,90225,invest_rnd,6,335773,0.13,0.299,9.11
GammaRetail,5,stagnation,729917,110383,202095,0.8,5.89,69808,launch_product,6,1188994,0.38,0.5979,5.88
AlphaCorp,23,growth,226926,198757,30843,0.86,6.41,17154,expand_market,8,65289,0.16,0.5006,1.03
BetaTech,8,stagnation,532940,163371,94151,1.17,9.85,90737,expand_market,4,488965,0.3,0.7976,8.51
AlphaCorp,6,growth,858384,40238,161482,1.04,8.03,48647,price_cut,5,1086050,0.28,0.2164,5.38
BetaTech,21,recession,263835,153842,233597,0.84,8.21,9708,marketing_blitz,3,1189714,0.08,0.4379,6.01
DeltaHealth,3,growth,394977,25039,133282,0.99,9.07,64195,marketing_blitz,3,1052184,0.1,0.3609,1.14
DeltaHealth,23,recession,857255,7791,143095,1.17,9.2,81521,price_cut,8,738900,0.15,0.347,6.89
BetaTech,8,recession,399731,46117,72692,1.1,8.68,40213,invest_rnd,5,1570289,0.18,0.5479,9.71
BetaTech,19,stagnation,869133,94275,63408,0.9,7.75,4130,marketing_blitz,1,1342997,0.32,0.5006,7.83
GammaRetail,21,recession,377580,135218,172631,0.97,1.01,37659,launch_product,7,798988,0.09,0.8861,7.51
DeltaHealth,11,recession,926248,45657,80104,1.0,6.41,89830,invest_rnd,3,549336,0.38,0.6023,6.5
DeltaHealth,18,recession,856806,29373,48087,1.11,1.6,29935,marketing_blitz,8,910402,0.23,0.5135,2.24
GammaRetail,10,stagnation,376685,191947,166842,1.11,1.11,99190,price_cut,8,354358,0.11,0.4248,7.88
DeltaHealth,20,recession,223008,55981,121026,0.92,1.18,57390,invest_rnd,4,417337,0.09,0.0449,7.82
BetaTech,12,stagnation,766030,156646,222983,1.09,9.41,48344,marketing_blitz,5,312302,0.34,0.2865,3.4
AlphaCorp,20,growth,469884,124142,178341,1.19,3.58,85810,launch_product,5,1696602,0.38,0.1712,6.76
AlphaCorp,8,stagnation,968704,72817,186766,0.83,6.12,92935,price_cut,1,312396,0.37,0.607,5.43
DeltaHealth,19,stagnation,401453,170127,268306,1.13,2.71,94171,marketing_blitz,3,989872,0.27,0.731,6.27
GammaRetail,21,recession,985536,101552,174474,1.04,7.81,65682,launch_product,2,119938,0.07,0.2854,8.51
BetaTech,16,stagnation,639945,68685,268932,0.95,8.27,21793,invest_rnd,6,54584,0.24,0.5147,6.33
AlphaCorp,21,growth,906338,151512,141964,1.12,4.18,7086,expand_market,3,1621208,0.31,0.6275,9.21
BetaTech,18,stagnation,681743,146426,247337,0.93,1.1,58036,invest_rnd,3,130927,0.19,0.7992,9.8
DeltaHealth,9,recession,245460,191829,215573,0.93,6.72,71182,expand_market,5,682197,0.32,0.5751,3.83
DeltaHealth,4,growth,709175,127432,109669,1.0,8.87,28642,invest_rnd,3,245545,0.13,0.4081,2.75
AlphaCorp,9,recession,873607,98813,37743,0.98,2.15,99687,launch_product,1,472953,0.17,0.2952,9.57
DeltaHealth,2,recession,490737,16718,211794,0.85,7.32,94885,price_cut,7,368440,0.12,0.1861,8.45
GammaRetail,9,stagnation,245320,46936,207248,0.81,3.4,44438,expand_market,8,340563,0.26,0.6179,8.81
DeltaHealth,9,recession,329880,130972,32326,1.05,4.92,86613,invest_rnd,4,1349237,0.2,0.9893,5.19
DeltaHealth,18,growth,661430,3196,170196,0.93,4.0,34650,invest_rnd,4,121131,0.24,0.824,4.12
DeltaHealth,11,growth,509439,189912,25447,1.01,9.16,52442,invest_rnd,9,1146127,0.07,0.5369,3.38
BetaTech,13,growth,442939,78190,255054,0.88,3.7,54666,price_cut,10,1953821,0.39,0.8443,7.92
BetaTech,6,growth,339049,18133,295175,1.03,9.64,95063,invest_rnd,10,1403886,0.37,0.6758,6.52
AlphaCorp,9,stagnation,194628,185326,53842,0.93,2.04,20672,marketing_blitz,9,1249678,0.38,0.3634,3.67
AlphaCorp,16,growth,980948,56253,161158,1.04,9.31,44185,marketing_blitz,5,763108,0.1,0.8383,8.89
AlphaCorp,4,stagnation,362151,130356,132103,1.07,6.95,98804,expand_market,1,1731179,0.28,0.0259,5.23
DeltaHealth,2,recession,884206,34814,73096,0.8,3.4,96308,invest_rnd,4,340371,0.22,0.5263,1.05
BetaTech,7,recession,457319,101283,290915,0.97,1.23,18576,expand_market,2,1545926,0.33,0.1047,4.23
GammaRetail,15,stagnation,545956,23617,41366,1.09,2.35,26352,expand_market,9,1590759,0.11,0.129,9.93
DeltaHealth,6,recession,705381,135673,65228,1.1,9.37,28322,price_cut,9,1702033,0.06,0.7132,4.2
DeltaHealth,11,recession,721333,56156,41243,0.95,5.49,22235,expand_market,4,899040,0.08,0.7738,9.07
DeltaHealth,20,growth,614373,97838,128385,1.13,6.19,64126,invest_rnd,6,1327846,0.23,0.8698,2.57
GammaRetail,17,recession,985892,194601,107188,1.06,8.46,57005,invest_rnd,1,382478,0.11,0.3292,4.85
AlphaCorp,4,recession,449928,11292,212960,1.2,6.62,30191,launch_product,5,1284395,0.38,0.2268,6.46
GammaRetail,19,stagnation,368109,79226,183343,1.01,2.81,3598,expand_market,8,1643898,0.1,0.3343,5.91
AlphaCorp,7,growth,455360,5799,164322,0.95,6.16,13258,price_cut,2,529049,0.34,0.821,6.86
GammaRetail,11,recession,78462,149504,62918,1.17,6.9,26248,invest_rnd,6,1598214,0.17,0.9826,5.67
BetaTech,13,recession,870169,181985,51940,0.96,3.14,54995,expand_market,9,1048580,0.08,0.1395,1.42
DeltaHealth,21,stagnation,250386,128008,156435,1.06,9.38,35326,invest_rnd,1,889700,0.27,0.7025,4.08
DeltaHealth,3,recession,827382,53774,160315,1.13,2.59,12554,invest_rnd,6,792245,0.19,0.4737,5.84
DeltaHealth,14,growth,867116,35169,297614,0.98,7.41,97323,price_cut,7,198426,0.4,0.5722,5.69
AlphaCorp,2,growth,844968,147283,205919,0.98,9.16,51828,launch_product,7,1502937,0.33,0.875,7.22
GammaRetail,18,growth,403985,92268,69822,0.92,3.97,3599,marketing_blitz,1,376164,0.23,0.905,3.54
BetaTech,5,stagnation,825628,107096,12556,1.18,8.66,68189,price_cut,9,404134,0.39,0.0439,3.48
GammaRetail,13,growth,309930,76924,81640,1.18,6.31,19251,price_cut,1,1681872,0.19,0.6711,5.48
DeltaHealth,13,growth,557804,79650,225325,0.99,3.74,37084,invest_rnd,1,409055,0.39,0.081,2.21
BetaTech,24,growth,139997,180575,36591,0.93,7.58,81781,launch_product,7,1405316,0.25,0.2429,1.33
BetaTech,24,growth,53331,135220,238258,0.85,4.72,8461,launch_product,4,892587,0.26,0.3647,1.6
DeltaHealth,14,growth,119831,71157,137805,0.99,2.82,34375,marketing_blitz,8,535594,0.38,0.2873,2.46
GammaRetail,12,growth,891732,69542,234205,1.16,9.25,17448,launch_product,6,1066443,0.07,0.1147,5.85
DeltaHealth,21,stagnation,400507,43959,226773,1.15,5.54,8286,expand_market,5,1448238,0.27,0.8549,3.16
GammaRetail,13,growth,393642,40596,156432,0.85,8.14,53429,marketing_blitz,8,719266,0.1,0.0306,5.16
BetaTech,18,recession,422247,156121,130745,0.99,9.52,2609,marketing_blitz,6,1448314,0.18,0.7403,2.67
BetaTech,13,stagnation,760378,34713,98279,1.13,7.61,57832,marketing_blitz,2,32883,0.27,0.0727,3.35
DeltaHealth,4,recession,130609,183266,184021,1.13,5.23,90943,price_cut,4,911783,0.06,0.4915,8.88
BetaTech,23,recession,492907,41616,27552,1.17,8.72,1583,marketing_blitz,4,781340,0.32,0.2176,6.31
AlphaCorp,22,growth,628711,30312,163140,0.88,6.3,13970,launch_product,6,657552,0.16,0.5401,6.14
BetaTech,10,recession,360143,75235,100990,0.97,1.9,46669,expand_market,1,76618,0.39,0.5111,3.47
AlphaCorp,23,recession,977989,87145,296376,1.18,6.51,34809,launch_product,6,1705627,0.08,0.1387,6.69
BetaTech,5,recession,302932,153647,212148,0.91,1.05,61100,price_cut,8,1779042,0.23,0.8001,7.96
DeltaHealth,18,growth,420700,114406,249339,0.93,9.78,18530,marketing_blitz,2,1249689,0.12,0.2902,8.29
DeltaHealth,8,growth,718625,38516,212059,0.89,5.69,58127,launch_product,5,1299705,0.26,0.2197,5.52
AlphaCorp,14,growth,831878,176077,190700,1.02,1.83,94245,marketing_blitz,10,1959571,0.19,0.5966,4.27
DeltaHealth,2,stagnation,641312,62842,239117,1.01,3.7,71394,price_cut,8,1270840,0.07,0.1931,2.13
BetaTech,8,growth,214125,25062,202848,1.13,6.93,88492,expand_market,8,687923,0.08,0.3162,6.58
BetaTech,16,growth,580021,131866,30029,0.97,3.6,47549,price_cut,3,1878155,0.15,0.0252,4.65
DeltaHealth,7,recession,367778,170085,118333,0.9,4.79,38082,launch_product,3,1489997,0.17,0.2142,3.71
BetaTech,3,growth,493605,105186,15875,1.13,3.69,54665,price_cut,5,1781080,0.06,0.8242,8.31
GammaRetail,4,recession,163584,43488,161816,1.06,6.66,74634,launch_product,6,1721171,0.39,0.8635,8.95
GammaRetail,7,growth,918464,71145,153159,0.86,3.56,86208,invest_rnd,5,413723,0.06,0.3998,8.78
BetaTech,4,growth,283809,155078,78158,1.03,8.32,6052,launch_product,5,1292407,0.26,0.8928,3.45
DeltaHealth,9,growth,304041,133105,30207,0.98,7.52,45417,marketing_blitz,8,1682020,0.17,0.4181,3.45
AlphaCorp,23,growth,712286,63916,77550,1.14,3.93,46823,invest_rnd,4,480886,0.23,0.7927,4.87
DeltaHealth,17,growth,618054,103870,52897,1.04,6.62,39550,expand_market,7,26939,0.29,0.1406,5.93
AlphaCorp,17,growth,534827,41309,232804,1.12,5.37,28796,marketing_blitz,8,696266,0.06,0.368,8.55
DeltaHealth,20,growth,690029,143109,254094,0.99,1.49,93676,launch_product,4,1902085,0.36,0.8359,4.11
BetaTech,14,recession,313707,140999,242950,1.19,4.73,54627,invest_rnd,6,1003082,0.11,0.1674,5.54
GammaRetail,14,stagnation,655651,139304,239657,1.12,2.18,60610,marketing_blitz,2,1346244,0.4,0.5941,6.01
DeltaHealth,13,stagnation,948435,101460,95628,1.04,2.07,67961,expand_market,3,392930,0.07,0.4192,3.08
AlphaCorp,4,growth,391571,97555,109927,1.13,2.44,53323,price_cut,1,634460,0.17,0.4023,9.26
GammaRetail,13,stagnation,861364,178193,195435,0.93,4.86,87637,launch_product,8,1007311,0.17,0.8898,6.7
AlphaCorp,21,recession,823774,90346,257192,1.19,9.25,5581,invest_rnd,6,1896066,0.22,0.3352,4.31
BetaTech,17,recession,136474,155013,273064,0.97,7.94,97794,price_cut,8,1552396,0.3,0.0279,4.79
GammaRetail,15,recession,265906,65420,165978,0.95,8.68,93540,price_cut,10,1892995,0.26,0.4749,2.39
AlphaCorp,18,stagnation,544506,136195,188484,1.12,7.62,77594,invest_rnd,10,1874416,0.07,0.0537,9.11
DeltaHealth,11,stagnation,983090,144572,129820,1.05,9.73,42883,invest_rnd,5,1239101,0.24,0.0683,3.14
BetaTech,4,stagnation,850458,168548,204590,1.11,7.67,17088,expand_market,6,1388372,0.27,0.9542,1.71
BetaTech,20,growth,216460,28404,170022,1.11,8.12,63034,invest_rnd,1,1403710,0.38,0.1829,9.12
BetaTech,11,recession,978958,66063,120846,1.05,8.32,89720,invest_rnd,2,814274,0.14,0.542,6.5
DeltaHealth,10,recession,696145,46209,66056,1.14,7.2,61384,price_cut,7,168408,0.23,0.6344,4.14
DeltaHealth,22,growth,780229,151375,23773,1.09,2.84,42344,launch_product,4,1092685,0.28,0.3587,5.52
GammaRetail,13,stagnation,87171,1157,76957,1.03,9.74,52226,price_cut,2,1769751,0.26,0.0203,4.17
DeltaHealth,22,recession,595331,16255,119878,1.1,5.33,15394,price_cut,10,622162,0.06,0.846,7.37
GammaRetail,8,stagnation,67422,175373,84103,1.0,8.46,85425,price_cut,4,741939,0.15,0.9746,7.48
BetaTech,13,growth,728311,31056,90549,0.99,8.19,6941,price_cut,2,1882235,0.2,0.9523,9.81
GammaRetail,9,stagnation,78443,4437,44645,0.94,4.85,77489,launch_product,5,1642015,0.28,0.4765,7.74
AlphaCorp,1,growth,979246,56748,113716,1.14,8.56,24391,launch_product,2,1943060,0.23,0.2855,4.7
BetaTech,1,stagnation,604079,22101,22388,0.92,3.23,85917,marketing_blitz,7,1714599,0.17,0.9917,9.79
BetaTech,15,growth,964017,44241,14740,0.9,4.19,74684,marketing_blitz,4,1232471,0.12,0.7415,3.08
GammaRetail,22,recession,394118,55070,80246,0.89,3.06,4601,marketing_blitz,6,1595756,0.33,0.854,1.63
BetaTech,4,growth,631553,52791,182091,1.06,1.52,57580,price_cut,9,1621696,0.33,0.4593,3.15
DeltaHealth,20,stagnation,75877,132123,137701,0.88,3.11,74645,invest_rnd,4,1134713,0.26,0.4257,5.4
AlphaCorp,1,recession,685292,120600,214188,1.15,6.84,50621,price_cut,3,251890,0.23,0.3219,3.23
GammaRetail,12,stagnation,193175,51623,177378,1.08,7.85,54325,launch_product,8,36834,0.22,0.9222,9.87
GammaRetail,11,stagnation,417573,172823,157845,1.12,4.16,41815,invest_rnd,2,862129,0.36,0.6,1.28
BetaTech,19,growth,119003,132401,234825,0.86,7.64,23943,price_cut,3,1953633,0.32,0.6695,4.08
DeltaHealth,15,growth,313638,66317,177737,0.81,1.06,94259,invest_rnd,9,689217,0.37,0.5121,7.81
BetaTech,21,stagnation,873333,180752,263720,0.83,7.83,44204,price_cut,5,1211254,0.17,0.0642,6.32
BetaTech,10,growth,250311,147229,48905,1.07,8.56,20827,launch_product,5,33317,0.39,0.7006,6.56
